,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
584,M11134E,7.4,Female,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
585,M11135F,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I don't like it,All of the time,Some of the time,All of the time,All of the time,Never,Never,Never
586,M11138J,7.1,Male,I don't like it,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Not many,I like it a lot,Some of the time,Some of the time,I don't like it,Never,All of the time,All of the time,All of the time,Never,Some of the time,Never
587,M11139K,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time,Some of the time
588,M11141D,7.6,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Some,I like it a bit,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Never,Never,Never
589,M11143F,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
590,M11144G,7.3,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,I don't like it,Not many,I like it a lot,Some of the time,All of the time,I like it a lot,Never,All of the time,All of the time,Never,All of the time,Some of the time,Never
591,M11146J,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a bit,Some,I like it a bit,Some of the time,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
592,M11147K,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a bit,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
593,M11148L,7.3,Male,I don't like it,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Never,Never,Some of the time
594,M11151F,7.2,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never
595,M11152G,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,All of the time,All of the time,Some of the time,All of the time,Never,Some of the time
596,M11153H,7.0,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,,,,Some of the time,Some of the time,Never,Never,Some of the time
597,M11155K,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
598,M11156L,7.6,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,Some of the time,I like it a bit,Never,Some of the time,Never,Some of the time,Never,Never,Never
599,M11158N,7.8,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Some of the time
600,M11159P,7.7,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I like it a lot,Never,All of the time,Never,Never,Never,Never,Some of the time
601,M11160G,7.2,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Never,Never,Never,Never,Some of the time
602,M11161H,6.9,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
603,M11164L,7.1,,,,,,,,,,,,,,,,,,,
604,M11167P,6.9,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Some of the time,All of the time,I don't like it,Never,All of the time,All of the time,All of the time,Never,Some of the time,Never
605,M11170J,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,All of the time,Never,Never,Never,Some of the time
606,M11172L,7.4,Female,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Never,All of the time,Never,Never,Some of the time
607,M11173M,8.0,,,,,,,,,,,,,,,,,,,
608,M11176Q,7.5,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
609,M11177R,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a bit,All of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,All of the time,Never,Some of the time
610,M11180L,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,I don't like it,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never
611,M11181M,6.9,Female,I like it a bit,I like it a bit,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Never,Some of the time,Some of the time,Never,Never,Some of the time
612,M11182N,7.4,,,,,,,,,,,,,,,,,,,
613,M11184Q,6.7,Male,I like it a bit,I like it a lot,I like it a lot,,,I like it a bit,Not many,I like it a lot,Never,All of the time,I don't like it,Some of the time,Never,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
614,M11185R,7.2,Female,I like it a lot,I like it a lot,I don't like it,I like it a lot,I don't like it,I like it a bit,Not many,I like it a bit,Never,Some of the time,I like it a bit,Never,All of the time,Some of the time,Some of the time,Never,Never,Some of the time
615,M11188U,7.6,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Never,Never,Never,Never,Some of the time,Never,Some of the time
616,M11190N,7.0,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Never
617,M11192Q,7.5,Female,I like it a bit,I like it a lot,I like it a bit,I don't like it,I like it a lot,I don't like it,Lots,I like it a lot,All of the time,Some of the time,I like it a bit,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
618,M11194S,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
619,M11197V,7.0,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,Never,Never,Some of the time,Never,Never,Never
620,M11198W,7.0,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
621,M11199X,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Never
622,M11201Y,7.1,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Never,Never,Never
623,M11204B,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
624,M11206D,7.5,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Never,Never,All of the time,Some of the time,Some of the time,Some of the time
625,M11208F,,,,,,,,,,,,,,,,,,,,
626,M11212B,7.5,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Never,Never,Never
627,M11213C,7.5,Male,I don't like it,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a bit,All of the time,All of the time,I like it a bit,All of the time,Some of the time,All of the time,All of the time,All of the time,Some of the time,All of the time
628,M11214D,7.2,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Never,Never,Never,Never,Never
629,M11215E,6.9,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a bit,Some of the time,All of the time,I like it a lot,Some of the time,All of the time,All of the time,Some of the time,Some of the time,Some of the time,All of the time
630,M11216F,7.1,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Some of the time
631,M11217G,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I don't like it,Some,I like it a lot,Never,All of the time,I like it a bit,Never,Never,Never,All of the time,Never,Never,Never
632,M11218H,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Never,Never,Never,Never,Never
633,M11219J,7.4,Male,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
634,M11220B,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I don't like it,Some,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Never,Some of the time,Never,Never,Never,Some of the time
635,M11221C,7.5,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,All of the time,Some of the time,Never,Never,Never
636,M11223E,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,All of the time,Never,Some of the time,Never,Never
637,M11225G,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I don't like it,Not many,I like it a lot,Some of the time,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time,Some of the time
638,M11226H,7.5,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Never,Never,Some of the time
639,M11231E,7.6,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,All of the time,All of the time,Never,Some of the time,Never,Some of the time
640,M11232F,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,All of the time,All of the time,Never,Some of the time,Some of the time,Never,Some of the time
641,M11233G,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,All of the time,Some of the time,Never,Never,Never,Some of the time
642,M11234H,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,All of the time,All of the time,I don't like it,Never,All of the time,All of the time,All of the time,All of the time,Never,All of the time
643,M11239N,6.8,Male,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Some,I like it a bit,Some of the time,All of the time,I like it a bit,Some of the time,Never,Never,Never,All of the time,Never,Some of the time
644,M11240F,7.2,Female,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Some of the time
645,M11241G,7.1,Female,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Never,Some of the time,Never,Some of the time,Never,Never
646,M11242H,6.7,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Never
647,M11243J,7.2,Male,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Not many,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,All of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time
648,M11244K,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,Some of the time,I don't like it,Never,Never,All of the time,All of the time,Never,Some of the time,Never
649,M11245L,7.2,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Not many,I like it a lot,Never,All of the time,I like it a lot,Some of the time,All of the time,Never,Never,All of the time,Never,Some of the time
650,M11246M,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
651,M11247N,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
652,M11251J,7.0,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,,,I like it a lot,Some of the time,Never,Some of the time,Never,Never,Some of the time,Never
653,M11252K,7.7,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time
654,M11253L,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Some of the time,Never
655,M11255N,7.0,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Never,All of the time,I like it a bit,All of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never
656,M11258R,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never
657,M11260K,7.4,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,Not many,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,Never,Never,Never,Never,Never
658,M11262M,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I don't like it,Some of the time,All of the time,Some of the time,Never,All of the time,Never,All of the time
659,M11263N,7.5,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
660,M11264P,6.7,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Never
661,M11266R,7.7,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,,Some of the time,I like it a bit,Some of the time,Some of the time,Never,Some of the time,Never,Never,Never
662,M11267S,7.0,Female,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a bit,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
663,M11268T,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Never,All of the time,All of the time,All of the time,Never,Some of the time,Never
664,M11269U,6.9,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,Some of the time,Some of the time,All of the time,Never,Some of the time,Some of the time
665,M11272P,7.3,Male,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,All of the time,Some of the time,I don't like it,Some of the time,All of the time,All of the time,All of the time,Never,Never,Some of the time
666,M11276T,7.2,Male,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Never,All of the time,I like it a bit,Never,Never,Never,Never,Some of the time,Never,Never
667,M11277U,6.8,Male,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,All of the time,Never,Never,Never,Never,Never,All of the time
668,M11281Q,7.5,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,Some of the time,Never,All of the time,Some of the time,Some of the time,Some of the time
669,M11282R,7.5,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Some of the time,Never,Some of the time
670,M11283S,7.8,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Some of the time,Never,Never
671,M11284T,7.6,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I don't like it,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a lot,All of the time,Some of the time,Some of the time,Never,Some of the time,Some of the time,All of the time
672,M11285U,7.5,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,All of the time,All of the time,Some of the time,All of the time,Some of the time,Never,Never
673,M11286V,7.7,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,All of the time,Never,Never,Some of the time,Never,Some of the time
674,M11288X,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
675,M11289Y,7.5,Female,I like it a bit,I like it a lot,I like it a bit,I like it a bit,,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Some of the time,Never
676,M11295W,7.4,Female,I like it a bit,I like it a lot,I don't like it,I like it a lot,I don't like it,I like it a lot,Not many,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
677,M11297Y,7.6,Female,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Never,Never,Some of the time
678,M11297Y,7.6,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Some,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
679,M11298Z,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Never,Some of the time,All of the time,Some of the time,Never,Never
680,M11300A,6.9,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,Never,Some of the time,Never,Some of the time,Never,Never
681,M11301B,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Never,Never,Never,Some of the time,Some of the time,Never
682,M11305F,,,,,,,,,,,,,,,,,,,,
683,M11306G,7.4,Male,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Never,Never,Never
684,M11307H,6.8,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Some of the time
685,M11309K,7.4,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Never,Some of the time,Some of the time,Some of the time,Never,Some of the time
686,M11311D,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Never,Some of the time,Some of the time,Never,Some of the time
687,M11313F,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
688,M11316J,7.0,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I don't like it,All of the time,Some of the time,All of the time,Never,Some of the time,Never,All of the time
689,M11317K,7.2,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,Not many,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Never
690,M11320E,7.1,Male,I like it a lot,I don't like it,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Not many,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,All of the time,Some of the time,Some of the time,Never,Never,
691,M11321F,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
692,M11323H,6.6,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,All of the time,All of the time,Never,Some of the time,Never,Never,Never
693,M11325K,7.2,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,All of the time,Never,Some of the time,Some of the time,Never,Some of the time
694,M11326L,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
695,M11327M,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Never,Never,Never,Never,Never,Never
696,M11329P,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,All of the time,All of the time,I don't like it,All of the time,Some of the time,Some of the time,Never,All of the time,Never,Never
697,M11331H,7.5,Male,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,All of the time,All of the time,I like it a bit,Some of the time,Some of the time,Never,Some of the time,Never,Never,Never
698,M11332J,7.1,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Some of the time,All of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
699,M11334L,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Never
700,M11335M,7.1,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,All of the time,Some of the time,All of the time,Never,Never,Never
701,M11337P,7.1,Male,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,All of the time,Never,Never,Some of the time,Never,Never
702,M11338Q,7.0,,,,,,,,,,,,,,,,,,,
703,M11339R,7.3,Female,I like it a bit,I like it a bit,I like it a bit,I like it a bit,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,All of the time,Never,Never,Never
704,M11340J,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
705,M11344N,7.0,Male,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
706,M11345P,7.2,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,All of the time,Some of the time,Never,Some of the time
707,M11348S,7.5,Female,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
708,M11350L,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,Never,All of the time,All of the time,Never,Never,Never
709,M11352N,7.0,Female,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I don't like it,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Never,Never,Some of the time
